run_accession	sample_accession	instrument_platform	instrument_model	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	first_created	first_public	country	collection_date	isolate	strain
ERR4080607	SAMEA6798537	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/007/ERR4080607/ERR4080607_1.fastq.gz	132328056	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080607/ERR4080607_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080607/ERR4080607_1.fastq.gz	19dc290cea51c9eda73e315a0df8302d	2020-04-29	2020-04-29	Denmark	2020-03-09	not provided	
ERR4080608	SAMEA6798538	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/008/ERR4080608/ERR4080608_1.fastq.gz	259193939	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080608/ERR4080608_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080608/ERR4080608_1.fastq.gz	299b9cbb33230b99ed4980b004ef4828	2020-04-29	2020-04-29	Denmark	2020-03-09	not provided	
ERR4080609	SAMEA6798539	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/009/ERR4080609/ERR4080609_1.fastq.gz	120147389	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080609/ERR4080609_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080609/ERR4080609_1.fastq.gz	c51ff0a17005ef39af190bf8eac5bf78	2020-04-29	2020-04-29	Denmark	2020-03-09	not provided	
ERR4080610	SAMEA6798540	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/000/ERR4080610/ERR4080610_1.fastq.gz	96618825	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080610/ERR4080610_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080610/ERR4080610_1.fastq.gz	a6db1ec3732fdfcef3f6841abb5db338	2020-04-29	2020-04-29	Denmark	2020-03-09	not provided	
ERR4080611	SAMEA6798541	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/001/ERR4080611/ERR4080611_1.fastq.gz	133117216	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080611/ERR4080611_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080611/ERR4080611_1.fastq.gz	7308a7c5c66d83b895855ddf61e5b3c6	2020-04-29	2020-04-29	Denmark	2020-03-09	not provided	
ERR4080612	SAMEA6798542	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/002/ERR4080612/ERR4080612_1.fastq.gz	12608285	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080612/ERR4080612_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080612/ERR4080612_1.fastq.gz	12ebb934a09f2a75d47e9b8bc7e39a2d	2020-04-29	2020-04-29	Denmark	2020-03-09	not provided	
ERR4080613	SAMEA6798543	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/003/ERR4080613/ERR4080613_1.fastq.gz	146489542	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080613/ERR4080613_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080613/ERR4080613_1.fastq.gz	7d1dce13cddbc042ddcfc6c872b2b397	2020-04-29	2020-04-29	Denmark	2020-03-09	not provided	
ERR4080614	SAMEA6798544	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/004/ERR4080614/ERR4080614_1.fastq.gz	121305098	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080614/ERR4080614_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080614/ERR4080614_1.fastq.gz	ef4e1fa0512bd9de51cec2d472965f2b	2020-04-29	2020-04-29	Denmark	2020-03-09	not provided	
ERR4080615	SAMEA6798545	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/005/ERR4080615/ERR4080615_1.fastq.gz	120128980	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080615/ERR4080615_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080615/ERR4080615_1.fastq.gz	8f3a5800450af6f070fc0669849cf769	2020-04-29	2020-04-29	Denmark	2020-03-09	not provided	
ERR4080616	SAMEA6798546	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/006/ERR4080616/ERR4080616_1.fastq.gz	87849953	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080616/ERR4080616_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080616/ERR4080616_1.fastq.gz	ae8e584c00b66ed48db307cafdba2c98	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080617	SAMEA6798547	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/007/ERR4080617/ERR4080617_1.fastq.gz	128898036	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080617/ERR4080617_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080617/ERR4080617_1.fastq.gz	21aa0e83bff9a79dea7263514bc3bf41	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080618	SAMEA6798548	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/008/ERR4080618/ERR4080618_1.fastq.gz	112228949	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080618/ERR4080618_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080618/ERR4080618_1.fastq.gz	42f6632c2d702441085c511be1cbb6a7	2020-04-29	2020-04-29	Denmark	2020-03-11	not provided	
ERR4080619	SAMEA6798549	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/009/ERR4080619/ERR4080619_1.fastq.gz	128464336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080619/ERR4080619_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080619/ERR4080619_1.fastq.gz	a99c343169f47a8bc25e4eac4118f687	2020-04-29	2020-04-29	Denmark	2020-03-11	not provided	
ERR4080620	SAMEA6798550	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/000/ERR4080620/ERR4080620_1.fastq.gz	154674916	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080620/ERR4080620_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080620/ERR4080620_1.fastq.gz	62b939f72f24648f3364ed19529ced60	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080621	SAMEA6798551	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/001/ERR4080621/ERR4080621_1.fastq.gz	146357952	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080621/ERR4080621_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080621/ERR4080621_1.fastq.gz	67fe1d186dbb6c85adf6029d22d8ce98	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080622	SAMEA6798552	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/002/ERR4080622/ERR4080622_1.fastq.gz	143407223	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080622/ERR4080622_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080622/ERR4080622_1.fastq.gz	0cadae5fb50be48c8c601efc98776233	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080623	SAMEA6798553	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/003/ERR4080623/ERR4080623_1.fastq.gz	97704538	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080623/ERR4080623_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080623/ERR4080623_1.fastq.gz	068305fc53dbd57f99009a85a7402e93	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080624	SAMEA6798554	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/004/ERR4080624/ERR4080624_1.fastq.gz	12487604	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080624/ERR4080624_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080624/ERR4080624_1.fastq.gz	4d85e65a05082a334d8713d659b12c15	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080625	SAMEA6798555	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/005/ERR4080625/ERR4080625_1.fastq.gz	54218810	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080625/ERR4080625_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080625/ERR4080625_1.fastq.gz	90a11bbe2f568c06a82bf01d9e86e1d8	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080626	SAMEA6798556	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/006/ERR4080626/ERR4080626_1.fastq.gz	106355379	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080626/ERR4080626_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080626/ERR4080626_1.fastq.gz	daac7ade0170afdc46027865cef7929c	2020-04-29	2020-04-29	Denmark	2020-03-09	not provided	
ERR4080627	SAMEA6798557	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/007/ERR4080627/ERR4080627_1.fastq.gz	15596770	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080627/ERR4080627_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080627/ERR4080627_1.fastq.gz	7a0f83bf7bae6715f86fe6161415403b	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080628	SAMEA6798558	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/008/ERR4080628/ERR4080628_1.fastq.gz	58823725	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080628/ERR4080628_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080628/ERR4080628_1.fastq.gz	786cd88504be9f4fe5cdf6ab766f23d6	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080629	SAMEA6798559	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/009/ERR4080629/ERR4080629_1.fastq.gz	146881033	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080629/ERR4080629_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080629/ERR4080629_1.fastq.gz	1469f83e26d08bdf02985ee8b71f55b3	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080630	SAMEA6798560	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/000/ERR4080630/ERR4080630_1.fastq.gz	36664369	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080630/ERR4080630_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080630/ERR4080630_1.fastq.gz	4eb3189ef48f3825e7e4b8c669665f17	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080631	SAMEA6798561	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/001/ERR4080631/ERR4080631_1.fastq.gz	58969332	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080631/ERR4080631_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080631/ERR4080631_1.fastq.gz	3d8569568cc424d7c69aa43536bd0966	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080632	SAMEA6798562	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/002/ERR4080632/ERR4080632_1.fastq.gz	79490163	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080632/ERR4080632_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080632/ERR4080632_1.fastq.gz	51c84b96303325291a182d1ae967b637	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080633	SAMEA6798563	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/003/ERR4080633/ERR4080633_1.fastq.gz	86399027	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080633/ERR4080633_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080633/ERR4080633_1.fastq.gz	a2d22189d1858a00bedb67819d684bcc	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080634	SAMEA6798564	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/004/ERR4080634/ERR4080634_1.fastq.gz	22525161	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080634/ERR4080634_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080634/ERR4080634_1.fastq.gz	544a96219e1254240cbef186f68bfc01	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080635	SAMEA6798565	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/005/ERR4080635/ERR4080635_1.fastq.gz	16439270	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080635/ERR4080635_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080635/ERR4080635_1.fastq.gz	e7bffecc8499d3862cdbcb608b881a23	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080636	SAMEA6798566	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/006/ERR4080636/ERR4080636_1.fastq.gz	91625519	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080636/ERR4080636_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080636/ERR4080636_1.fastq.gz	3359b2f1b444659e1431e09e5d976a5f	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080637	SAMEA6798567	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/007/ERR4080637/ERR4080637_1.fastq.gz	69588840	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080637/ERR4080637_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080637/ERR4080637_1.fastq.gz	8492c05f483d75325521ec9aeb23aeb6	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080638	SAMEA6798568	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/008/ERR4080638/ERR4080638_1.fastq.gz	52036447	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080638/ERR4080638_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080638/ERR4080638_1.fastq.gz	a620f31c8a3118acb63ee04995d4f305	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080639	SAMEA6798569	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/009/ERR4080639/ERR4080639_1.fastq.gz	67325438	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080639/ERR4080639_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080639/ERR4080639_1.fastq.gz	907e51ceebd4ddcf6b010a5442dde24f	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080640	SAMEA6798570	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/000/ERR4080640/ERR4080640_1.fastq.gz	103192994	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080640/ERR4080640_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080640/ERR4080640_1.fastq.gz	05c35141d4c2d80a3d850ce72876cd10	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080641	SAMEA6798571	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/001/ERR4080641/ERR4080641_1.fastq.gz	61701182	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080641/ERR4080641_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080641/ERR4080641_1.fastq.gz	d2bf36177d3ee9da5ab3724755d8bfe8	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080642	SAMEA6798572	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/002/ERR4080642/ERR4080642_1.fastq.gz	81420290	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080642/ERR4080642_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080642/ERR4080642_1.fastq.gz	19cb01ce7622796c64aef6ab6f4e6d8e	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080643	SAMEA6798573	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/003/ERR4080643/ERR4080643_1.fastq.gz	83087018	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080643/ERR4080643_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080643/ERR4080643_1.fastq.gz	e57db6cab9147c070876ce8d9787ef60	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080644	SAMEA6798574	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/004/ERR4080644/ERR4080644_1.fastq.gz	20607876	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080644/ERR4080644_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080644/ERR4080644_1.fastq.gz	7acc5442bb6c5d9bf3a22840c6200dc4	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080645	SAMEA6798575	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/005/ERR4080645/ERR4080645_1.fastq.gz	80351659	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080645/ERR4080645_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080645/ERR4080645_1.fastq.gz	e87496edd9d1fc4a309bf444c1bafde4	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080646	SAMEA6798576	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/006/ERR4080646/ERR4080646_1.fastq.gz	70876525	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080646/ERR4080646_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080646/ERR4080646_1.fastq.gz	07c2bde840a5235304ae0a8531efe742	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080647	SAMEA6798577	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/007/ERR4080647/ERR4080647_1.fastq.gz	21807593	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080647/ERR4080647_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080647/ERR4080647_1.fastq.gz	9dc2ac6f7ae8f0b5761fc708e5c96306	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080648	SAMEA6798578	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/008/ERR4080648/ERR4080648_1.fastq.gz	52691873	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080648/ERR4080648_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080648/ERR4080648_1.fastq.gz	f758c1f12e5055f6288b856d5aee472e	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080649	SAMEA6798579	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/009/ERR4080649/ERR4080649_1.fastq.gz	43772876	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080649/ERR4080649_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080649/ERR4080649_1.fastq.gz	97d3e6d29ba3d11eb561ae4264498ec2	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080650	SAMEA6798580	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/000/ERR4080650/ERR4080650_1.fastq.gz	69870059	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080650/ERR4080650_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080650/ERR4080650_1.fastq.gz	df5fed125cd3365c9bc51422e75fd7b1	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080651	SAMEA6798581	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/001/ERR4080651/ERR4080651_1.fastq.gz	70305366	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080651/ERR4080651_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/001/ERR4080651/ERR4080651_1.fastq.gz	865e44b9cad1bb3b1ef12d2bdd8e0fe6	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080652	SAMEA6798582	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/002/ERR4080652/ERR4080652_1.fastq.gz	81428206	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080652/ERR4080652_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/002/ERR4080652/ERR4080652_1.fastq.gz	01a8bd34f3a8b9c26365e281c51a455c	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080653	SAMEA6798583	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/003/ERR4080653/ERR4080653_1.fastq.gz	86391941	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080653/ERR4080653_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/003/ERR4080653/ERR4080653_1.fastq.gz	0b97a0751abb8f1cdece4d32d2093286	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080654	SAMEA6798584	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/004/ERR4080654/ERR4080654_1.fastq.gz	78577317	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080654/ERR4080654_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/004/ERR4080654/ERR4080654_1.fastq.gz	963cf486bc7b7580eb8ad52624f04e03	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080655	SAMEA6798585	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/005/ERR4080655/ERR4080655_1.fastq.gz	94215842	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080655/ERR4080655_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/005/ERR4080655/ERR4080655_1.fastq.gz	a2219326209f73ee2ebf33ea2bc1b194	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080656	SAMEA6798586	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/006/ERR4080656/ERR4080656_1.fastq.gz	35950682	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080656/ERR4080656_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/006/ERR4080656/ERR4080656_1.fastq.gz	71f5914835fc467bde30d372392ce105	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080657	SAMEA6798587	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/007/ERR4080657/ERR4080657_1.fastq.gz	9678982	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080657/ERR4080657_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/007/ERR4080657/ERR4080657_1.fastq.gz	001f45ca96e577272d21cbd1a20f1ba1	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080658	SAMEA6798588	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/008/ERR4080658/ERR4080658_1.fastq.gz	66220104	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080658/ERR4080658_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/008/ERR4080658/ERR4080658_1.fastq.gz	4ad281a4aeaa3365652e59b74f0a426f	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
ERR4080659	SAMEA6798589	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/009/ERR4080659/ERR4080659_1.fastq.gz	97546993	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080659/ERR4080659_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/009/ERR4080659/ERR4080659_1.fastq.gz	693751159bb9f33679da69e3fa1f155e	2020-04-29	2020-04-29	Denmark	2020-03-03	not provided	
ERR4080660	SAMEA6798590	OXFORD_NANOPORE	MinION	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR408/000/ERR4080660/ERR4080660_1.fastq.gz	74964859	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080660/ERR4080660_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR408/000/ERR4080660/ERR4080660_1.fastq.gz	a473d7679dfaa6b1a8693935bc89b13d	2020-04-29	2020-04-29	Denmark	2020-03-10	not provided	
