run_accession	accession	sample_accession	study_accession	collection_date	collection_date_submitted	country	first_created	instrument_platform	instrument_model	tax_id	strain	fastq_bytes	fastq_ftp	fastq_md5
ERR963060	SAMEA3269978	SAMEA3269978	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		27482889;29923431	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963060/ERR963060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963060/ERR963060_2.fastq.gz	b5abc748281d690d69d90bdff05f2dd4;ab9305d286f8c1eb03bb03d896e4b8c1
ERR963061	SAMEA3269979	SAMEA3269979	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		68957327;74531002	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963061/ERR963061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963061/ERR963061_2.fastq.gz	1ffa8242cdc1e82369698d266403e044;ecba786cfe7828167a48f18b01f320b8
ERR963062	SAMEA3269996	SAMEA3269996	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		97217844;105261275	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963062/ERR963062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963062/ERR963062_2.fastq.gz	67dffafd1d667f554594cfaa92c94dd2;e745994a7a2cbdf67f04759ae5f09675
ERR963063	SAMEA3269997	SAMEA3269997	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		37100661;40716012	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963063/ERR963063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963063/ERR963063_2.fastq.gz	a780e54aeac507f0e764ec433542d194;85b64ab44cdc5631398bf7b3b9092c70
ERR963064	SAMEA3269998	SAMEA3269998	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		134715477;147694076	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963064/ERR963064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963064/ERR963064_2.fastq.gz	4188156eb85880b14c129f765317c750;b5c35b80e480f27e5afdf182700b3c92
ERR963065	SAMEA3269999	SAMEA3269999	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		46836844;53298078	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963065/ERR963065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963065/ERR963065_2.fastq.gz	05da7e80e1eb0b8d5d64eb0c0973baf7;de33115845f1096562062098e2a745e3
ERR963066	SAMEA3270000	SAMEA3270000	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		107691989;121947565	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963066/ERR963066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963066/ERR963066_2.fastq.gz	0e09caeafea07318228d22a6b18ea046;75b57034a4b03602ada7867226a664a1
ERR963067	SAMEA3270001	SAMEA3270001	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		75676549;85618241	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963067/ERR963067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963067/ERR963067_2.fastq.gz	f122fb9155d7aa2e39c42ec7952d4169;0cc06225a47fbfd3d88584061c4393bf
ERR963068	SAMEA3270002	SAMEA3270002	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		107473226;118354057	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963068/ERR963068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963068/ERR963068_2.fastq.gz	1158fd4195fab8432849eac55c0f6700;79adc5840a8f6188d2de9c12d2878bf3
ERR963069	SAMEA3270003	SAMEA3270003	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		34785792;38663490	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963069/ERR963069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963069/ERR963069_2.fastq.gz	a2392faeab4c4096a3ce927837e3e276;15b668e12e6f18a4e0ad6f8d7e9ba1e2
ERR963070	SAMEA3269980	SAMEA3269980	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		99736415;117658287	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963070/ERR963070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963070/ERR963070_2.fastq.gz	3a9b530a35da176c73b2e37227dbd9d9;6819033d3309a9000431481d7cb5f5f6
ERR963071	SAMEA3269981	SAMEA3269981	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		87298614;102937570	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963071/ERR963071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963071/ERR963071_2.fastq.gz	997fefc6a5dbad5c4ab36ec465c01e30;973b42e70108dc0a48572a95dddf7fe9
ERR963072	SAMEA3269982	SAMEA3269982	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		34390259;39066716	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963072/ERR963072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963072/ERR963072_2.fastq.gz	8088f42431ca6960de8ffbf7c0600358;a57871d8f5e532fa13ba9a45e85dd303
ERR963073	SAMEA3269983	SAMEA3269983	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		115388694;132354522	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963073/ERR963073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963073/ERR963073_2.fastq.gz	f0790bbb8e3b880129cf76c556469ad0;88d92348218ced37db4d5ee6d43cfde5
ERR963074	SAMEA3269984	SAMEA3269984	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		45318838;51979615	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963074/ERR963074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963074/ERR963074_2.fastq.gz	f40ad8de9d25a380895d0ecbcdb300e1;dd993c877efa3ddf93593192ab37eef4
ERR963075	SAMEA3269985	SAMEA3269985	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		115044764;130635484	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963075/ERR963075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963075/ERR963075_2.fastq.gz	d773c351eac7a8b9dcd1908c1db89ff4;1e17cc8e8eeccc88873091e93800f9c8
ERR963076	SAMEA3269986	SAMEA3269986	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		22672197;25982587	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963076/ERR963076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963076/ERR963076_2.fastq.gz	ed0c37af6a4f9fdac0cbb95e833f1510;c49159bdd8791b02e5901fbcfd0ccf9f
ERR963077	SAMEA3269987	SAMEA3269987	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		117716138;133624193	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963077/ERR963077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963077/ERR963077_2.fastq.gz	fe6f342ae181ba0a334ea70b33f334e5;c43f019aba1066c0964a6c31b9c05d69
ERR963078	SAMEA3269956	SAMEA3269956	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		101573935;113703785	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963078/ERR963078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963078/ERR963078_2.fastq.gz	3077c9140b56948c8793fcfc89614b5f;484fde4624c7b822b74e304c2b2e5f49
ERR963079	SAMEA3269957	SAMEA3269957	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		73219081;78645896	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963079/ERR963079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963079/ERR963079_2.fastq.gz	4ad5dad8fbf5efc048d12b5b7924657c;3b754eab2354087d265d8d33e93a8232
ERR963080	SAMEA3269958	SAMEA3269958	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		66450074;71874478	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963080/ERR963080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963080/ERR963080_2.fastq.gz	8ed13de73932e0ba73745d1917dd9a66;e58580a1a2fe7e65213b2a58a06c41ff
ERR963081	SAMEA3269959	SAMEA3269959	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		39173362;42728447	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963081/ERR963081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963081/ERR963081_2.fastq.gz	6a2a431daf457836f0a42f31d2e9fc72;c72ed4bf78a5e5bb502770be519bb566
ERR963082	SAMEA3269960	SAMEA3269960	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		64547805;70148560	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963082/ERR963082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963082/ERR963082_2.fastq.gz	c535cb68189f7b77bc68bd3755077456;f15d2528a8274b096fbe146341bbf3c1
ERR963083	SAMEA3269961	SAMEA3269961	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		41718679;46334738	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963083/ERR963083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963083/ERR963083_2.fastq.gz	4a8a16f4e9ac4429a52e170f8104811b;76d7b44313c67be78d97c36464165321
ERR963084	SAMEA3269962	SAMEA3269962	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		51648834;57057253	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963084/ERR963084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963084/ERR963084_2.fastq.gz	0077cc4867edc535d4443c849b991f2e;a89d4806d281415fb756c198a371272d
ERR963085	SAMEA3269963	SAMEA3269963	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		81374231;88904190	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963085/ERR963085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963085/ERR963085_2.fastq.gz	9614c456b99574a299267efc9b664b63;0df6c34fd74cf9b0ba82de336c757396
ERR963086	SAMEA3269948	SAMEA3269948	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		102864598;119500928	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963086/ERR963086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963086/ERR963086_2.fastq.gz	cedc072f9ebf97be3518f42f7399b3e3;1194c82830c2fc3be9fcb3f9f1c5896a
ERR963087	SAMEA3269949	SAMEA3269949	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		79725595;92464151	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963087/ERR963087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963087/ERR963087_2.fastq.gz	ea71497f24134fe3b99a8d7b457a9d92;505215895efe39495338e12a04bb9c53
ERR963088	SAMEA3269950	SAMEA3269950	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		83194986;92181167	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963088/ERR963088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963088/ERR963088_2.fastq.gz	f49b3b001226f8d68b29e80206803140;562d27dbd1153874da029da596f49ad5
ERR963089	SAMEA3269951	SAMEA3269951	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		64067230;71608912	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963089/ERR963089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963089/ERR963089_2.fastq.gz	803ae2f359be22a63de72b790d0485a8;138974420ef6179753a5ed35ab199b5a
ERR963090	SAMEA3269952	SAMEA3269952	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		75291541;84275921	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963090/ERR963090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963090/ERR963090_2.fastq.gz	e9bcd0ca9ffd700d97434144f526acdb;c5d5a88b876945541a6f61d8091d1781
ERR963091	SAMEA3269953	SAMEA3269953	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		55610240;61163420	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963091/ERR963091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963091/ERR963091_2.fastq.gz	3c910f37df33962a41084b9ad8da2183;dcd21cdbb27c01d05f782035253f46af
ERR963092	SAMEA3269954	SAMEA3269954	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		116892944;129385757	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963092/ERR963092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963092/ERR963092_2.fastq.gz	96c73701e01a266d721367f2c780ef4b;a0595056365c8643cec0e939dce6d769
ERR963093	SAMEA3269955	SAMEA3269955	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		111902472;124176956	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963093/ERR963093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963093/ERR963093_2.fastq.gz	c197f4c25f9264af4b3b84eef1a352cf;18d055354c42f30ba10d891f60d19925
ERR963094	SAMEA3339824	SAMEA3339824	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		84819925;91710421	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963094/ERR963094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963094/ERR963094_2.fastq.gz	e74c0afdc117d5effed93e53f2553661;b1872f837b4e80a932ccac5c51a99c0f
ERR963095	SAMEA3339825	SAMEA3339825	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		45481068;52278756	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963095/ERR963095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963095/ERR963095_2.fastq.gz	978a0aa74376c3fef8e773e42549b6bb;3bfc1c1db02669e07ec284a5b284a888
ERR963096	SAMEA3339826	SAMEA3339826	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		49941108;55913073	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963096/ERR963096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963096/ERR963096_2.fastq.gz	28849f518ca8cc40de3408a180b1f154;599604e2718be8dd87a7f104e255af7a
ERR963097	SAMEA3339827	SAMEA3339827	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		115882426;125940247	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963097/ERR963097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963097/ERR963097_2.fastq.gz	e29b2b1c387a0ecf67c9b905bbd5e96c;859fac4bbc2f7444694167fc784e8ffc
ERR963098	SAMEA3339828	SAMEA3339828	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		98460982;108042987	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963098/ERR963098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963098/ERR963098_2.fastq.gz	e223dc22b4021369d87312efd0fab3c0;76339dfdfe65ceaf630054f352a0b91a
ERR963099	SAMEA3339829	SAMEA3339829	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		38979861;43699117	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963099/ERR963099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963099/ERR963099_2.fastq.gz	8b6fa92c2be10ceb1d7280bd9149fe85;4c2c679d209ffdee8c8a391b8218714f
ERR963100	SAMEA3339830	SAMEA3339830	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		75263841;87548155	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963100/ERR963100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963100/ERR963100_2.fastq.gz	c19fa8b9d9650e0fdf4650590a6bd86c;8fd5117a9a69e40d714590a2fca72e59
ERR963101	SAMEA3339838	SAMEA3339838	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		98532197;112220376	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963101/ERR963101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963101/ERR963101_2.fastq.gz	f743f195439eb2647ee170b91a4a94ef;ae69a219d308e7210641786a7a386c5a
ERR963102	SAMEA3339839	SAMEA3339839	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		40752078;47977284	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963102/ERR963102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963102/ERR963102_2.fastq.gz	a95b1e64809d90c2079a89ce3d98aaff;92edff5b92feedf3c97761cfd24be6f9
ERR963103	SAMEA3339840	SAMEA3339840	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		103611636;119008222	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963103/ERR963103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963103/ERR963103_2.fastq.gz	ed66741a4b5816fd52ea719beb857839;1e18ee7de5e22159e2271332b3d0797f
ERR963104	SAMEA3339841	SAMEA3339841	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		116278448;131554818	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963104/ERR963104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963104/ERR963104_2.fastq.gz	5e355b7bae1ede3b889058cb7640932f;ad7ab38bbd9b731da1bc87ce7f94a775
ERR963105	SAMEA3339842	SAMEA3339842	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		84393214;96144614	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963105/ERR963105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963105/ERR963105_2.fastq.gz	c804b19c9820f141b291fb7a87b8e57c;dfddb541f5e4f85057c49fd4a19948cf
ERR963106	SAMEA3339843	SAMEA3339843	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		38454839;44902032	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963106/ERR963106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963106/ERR963106_2.fastq.gz	ae227ff1eadd58196715104539523e22;ba6d5f526901e028ddc536dca77302dd
ERR963107	SAMEA3339844	SAMEA3339844	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		95955275;108458943	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963107/ERR963107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963107/ERR963107_2.fastq.gz	6c8ad4b73342ee6149c5cf9ebbfc25e2;64e3ba0288a7338e1add53568117cba7
ERR963108	SAMEA3339831	SAMEA3339831	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		129871679;152731327	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963108/ERR963108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963108/ERR963108_2.fastq.gz	bc179f7326f5c40b5b24c451aa8d2bd4;e72e800ddd466aef40dcc9a9954c85e8
ERR963109	SAMEA3339832	SAMEA3339832	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		86853875;105821058	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963109/ERR963109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963109/ERR963109_2.fastq.gz	d223a12be3422c42eae657573e4dcf27;9d7d99e06007357f599fa6a4bcc4670a
ERR963110	SAMEA3339833	SAMEA3339833	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		132710515;156104071	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963110/ERR963110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963110/ERR963110_2.fastq.gz	ba1d030189fe17999d525facde8bbc78;db9d961b99fe9fd10add193eada0da7e
ERR963111	SAMEA3339834	SAMEA3339834	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		145508431;178610521	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963111/ERR963111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963111/ERR963111_2.fastq.gz	3b2e7664c86d42f7558ad2f4b658b206;87e63aaedcdd414c52cee9b8f2ceb96f
ERR963112	SAMEA3339835	SAMEA3339835	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		63508889;76655661	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963112/ERR963112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963112/ERR963112_2.fastq.gz	d20df2e04190868fc2bf741703d3bb82;492e43e1dfebc091f2019f2873c73189
ERR963113	SAMEA3339836	SAMEA3339836	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		103920747;126016120	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963113/ERR963113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963113/ERR963113_2.fastq.gz	26d2c0300a547117a7a1e7bce5619842;d05f459b7f05d46b8c3f56c061c66b4d
ERR963114	SAMEA3339837	SAMEA3339837	PRJEB8648				2015-07-14	ILLUMINA	Illumina MiSeq	1335626		140235455;164510453	ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963114/ERR963114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR963/ERR963114/ERR963114_2.fastq.gz	d3f2913e68b1e6a50d0f7ae549ab7c48;b26ee78720ae42e7d42f6b6ee299b907
SRR10017687	SAMN11077994	SAMN11077994	PRJNA231221			USA:MD	2019-08-27	ILLUMINA	Illumina MiSeq	1335626	FDAARGOS_849	73260931;92804211	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/087/SRR10017687/SRR10017687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/087/SRR10017687/SRR10017687_2.fastq.gz	fda5d5b9da51c85fff777e4db1bedf55;83399373f969c73f98de7a67665b97a0
SRR10027398	SAMN11077948	SAMN11077948	PRJNA231221			USA:MD	2019-08-30	ILLUMINA	Illumina MiSeq	1335626	FDAARGOS_803	298341933;341600463	ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/098/SRR10027398/SRR10027398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR100/098/SRR10027398/SRR10027398_2.fastq.gz	e401a155158bc192a00555bb5f3b0ae5;8fc2fad68e5a20b696195cdc540321da
SRR10273273	SAMN13025243	SAMN13025243	PRJNA577406	2017-01-01	2017	United Kingdom	2020-07-01	ILLUMINA	Illumina HiSeq 4000	694014		39283222;1568926161;2162640903	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/073/SRR10273273/SRR10273273.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/073/SRR10273273/SRR10273273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/073/SRR10273273/SRR10273273_2.fastq.gz	609449dc36dbd653f2bf9e6fa6fcff69;be9e0d0a70adab7565f3053b9907288a;a65809322bdc5d7a0ecf1a2efc11f1d0
SRR10291709	SAMN13039347	SAMN13039347	PRJNA577843	2015-07-01	2015-07	Denmark: Holstebro	2020-11-16	ILLUMINA	Illumina MiSeq	1913642		24987862;28803727	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/009/SRR10291709/SRR10291709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/009/SRR10291709/SRR10291709_2.fastq.gz	ed9343dd46a46c8a6e6df52e465c95ee;b347562466e27446426f70d9b9e855a0
SRR10291710	SAMN13039346	SAMN13039346	PRJNA577843	2015-07-01	2015-07	Denmark: Hjoerring	2020-11-16	ILLUMINA	Illumina MiSeq	1913642		111079830;123457533	ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/010/SRR10291710/SRR10291710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR102/010/SRR10291710/SRR10291710_2.fastq.gz	69684394a812e6630fc87f81ddf94fd6;af12a4cea8241245897a8236eda659b8
SRR10500281	SAMN13337568	SAMN13337568	PRJNA590745	2004-10-05	2004-10-05	USA: Georgia	2019-11-27	ILLUMINA	Illumina MiSeq	11120	GA08	157483296;155011554	ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/081/SRR10500281/SRR10500281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR105/081/SRR10500281/SRR10500281_2.fastq.gz	4d735cd03d58d8138245458f4d03a4ae;f4c59c22c1fd3527f7cb6510b8b02964
SRR10742607	SAMN13020879	SAMN13020879	PRJNA556282	1994-01-01	1994	USA: Georgia	2019-12-22	ILLUMINA	Illumina MiSeq	11120	ArkDPI	144591297;146433161	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/007/SRR10742607/SRR10742607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/007/SRR10742607/SRR10742607_2.fastq.gz	474cd32a77a80c417ea87338419a2409;03e079c87b4dea8fdc0b8724bfc0829c
SRR10742650	SAMN13088878	SAMN13088878	PRJNA556282	2015-07-31	2015-07-31	USA: Georgia	2019-12-22	ILLUMINA	Illumina MiSeq	11120	GA08	286666175;325454672	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/050/SRR10742650/SRR10742650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/050/SRR10742650/SRR10742650_2.fastq.gz	02c22f2d1707bfa98ff9401f718fc9c2;c010710321eb7de4c6dd5d8ca1a9d82c
