run_accession	sample_accession	instrument_platform	instrument_model	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	first_created	first_public	country	collection_date	isolate	strain
SRR17001816	SAMN19407904	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/016/SRR17001816/SRR17001816_1.fastq.gz	37088452	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/016/SRR17001816/SRR17001816_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/016/SRR17001816/SRR17001816_1.fastq.gz	1a16a4e70e67039607b1efa76f99f422	2021-11-23	2021-11-23	USA: Colorado	2020-12-27	CO-CDPHE-2100157473	
SRR17001815	SAMN19407905	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/015/SRR17001815/SRR17001815_1.fastq.gz	66118011	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/015/SRR17001815/SRR17001815_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/015/SRR17001815/SRR17001815_1.fastq.gz	4a4ecb4acfc59501b30a26781ca61648	2021-11-23	2021-11-23	USA: Colorado	2020-12-27	CO-CDPHE-2100157474	
SRR17001814	SAMN19407906	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/014/SRR17001814/SRR17001814_1.fastq.gz	50811612	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/014/SRR17001814/SRR17001814_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/014/SRR17001814/SRR17001814_1.fastq.gz	d447eb476aba285d9abc3a2dd294609b	2021-11-23	2021-11-23	USA: Colorado	2020-12-28	CO-CDPHE-2100157481	
SRR17001813	SAMN19710280	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/013/SRR17001813/SRR17001813_1.fastq.gz	18713965	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/013/SRR17001813/SRR17001813_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/013/SRR17001813/SRR17001813_1.fastq.gz	38e287e232436ac675dc07594fa06941	2021-11-23	2021-11-23	USA: Colorado	2020-03-11	CO-CDPHE-2003120027	
SRR17001812	SAMN19407907	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/012/SRR17001812/SRR17001812_1.fastq.gz	79147353	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/012/SRR17001812/SRR17001812_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/012/SRR17001812/SRR17001812_1.fastq.gz	473d0d304056ab2270197809ebb23280	2021-11-23	2021-11-23	USA: Colorado	2020-12-27	CO-CDPHE-2100157485	
SRR17001811	SAMN19407913	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/011/SRR17001811/SRR17001811_1.fastq.gz	74037512	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/011/SRR17001811/SRR17001811_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/011/SRR17001811/SRR17001811_1.fastq.gz	a8496cda67f0d55ba9b302decb2d0672	2021-11-23	2021-11-23	USA: Colorado	2020-12-29	CO-CDPHE-2100166357	
SRR17001810	SAMN19407908	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/010/SRR17001810/SRR17001810_1.fastq.gz	40668422	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/010/SRR17001810/SRR17001810_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/010/SRR17001810/SRR17001810_1.fastq.gz	a201df54a470267c8e2b828aca9dcddb	2021-11-23	2021-11-23	USA: Colorado	2020-12-27	CO-CDPHE-2100157487	
SRR17001809	SAMN19407910	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/009/SRR17001809/SRR17001809_1.fastq.gz	70696063	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/009/SRR17001809/SRR17001809_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/009/SRR17001809/SRR17001809_1.fastq.gz	4f0742adf81ca186a829a8487d48355f	2021-11-23	2021-11-23	USA: Colorado	2020-12-27	CO-CDPHE-2100157491	
SRR17001808	SAMN19407911	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/008/SRR17001808/SRR17001808_1.fastq.gz	32840724	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/008/SRR17001808/SRR17001808_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/008/SRR17001808/SRR17001808_1.fastq.gz	cb27b5c4b47ffc808203b1030ba62365	2021-11-23	2021-11-23	USA: Colorado	2020-12-27	CO-CDPHE-2100157492	
SRR17001807	SAMN19407924	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/007/SRR17001807/SRR17001807_1.fastq.gz	24756025	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/007/SRR17001807/SRR17001807_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/007/SRR17001807/SRR17001807_1.fastq.gz	8bf69e57bd1332ecc1e1cd92cf81d393	2021-11-23	2021-11-23	USA: Colorado	2020-12-30	CO-CDPHE-2100170959	
SRR17001806	SAMN19408404	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/006/SRR17001806/SRR17001806_1.fastq.gz	38838950	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/006/SRR17001806/SRR17001806_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/006/SRR17001806/SRR17001806_1.fastq.gz	1444d369f8df59b6679b0f644f0990d9	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637866	
SRR17001805	SAMN19408351	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/005/SRR17001805/SRR17001805_1.fastq.gz	76006972	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/005/SRR17001805/SRR17001805_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/005/SRR17001805/SRR17001805_1.fastq.gz	66157b45029cc2475578880ec5ce3221	2021-11-23	2021-11-23	USA: Colorado	2021-03-17	CO-CDPHE-2100637376	
SRR17001804	SAMN19408350	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/004/SRR17001804/SRR17001804_1.fastq.gz	31446117	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/004/SRR17001804/SRR17001804_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/004/SRR17001804/SRR17001804_1.fastq.gz	11fa573099153cbd396504e6183a31e7	2021-11-23	2021-11-23	USA: Colorado	2021-03-17	CO-CDPHE-2100637372	
SRR17001803	SAMN19408390	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/003/SRR17001803/SRR17001803_1.fastq.gz	25006693	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR17001803/SRR17001803_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/003/SRR17001803/SRR17001803_1.fastq.gz	c41fee39080643e8f9475121955a2d2a	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637754	
SRR17001802	SAMN19710281	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/002/SRR17001802/SRR17001802_1.fastq.gz	37368171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/002/SRR17001802/SRR17001802_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/002/SRR17001802/SRR17001802_1.fastq.gz	8a1d0aee74beb95b17482165a63186ef	2021-11-23	2021-11-23	USA: Colorado	2020-03-11	CO-CDPHE-2003120054	
SRR17001801	SAMN19408407	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/001/SRR17001801/SRR17001801_1.fastq.gz	33630063	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/001/SRR17001801/SRR17001801_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/001/SRR17001801/SRR17001801_1.fastq.gz	be59132f1d6e40c0efeb7042a80008e1	2021-11-23	2021-11-23	USA: Colorado	2021-03-14	CO-CDPHE-2100637885	
SRR17001800	SAMN19408393	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/000/SRR17001800/SRR17001800_1.fastq.gz	38712028	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/000/SRR17001800/SRR17001800_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/000/SRR17001800/SRR17001800_1.fastq.gz	913ec8de12895b63661a21c01355fbf1	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637800	
SRR17001799	SAMN19408396	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/099/SRR17001799/SRR17001799_1.fastq.gz	67230876	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/099/SRR17001799/SRR17001799_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/099/SRR17001799/SRR17001799_1.fastq.gz	ca71042721620398d5f57103e5fce9a9	2021-11-23	2021-11-23	USA: Colorado	2021-03-15	CO-CDPHE-2100637815	
SRR17001798	SAMN19408403	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/098/SRR17001798/SRR17001798_1.fastq.gz	23252296	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/098/SRR17001798/SRR17001798_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/098/SRR17001798/SRR17001798_1.fastq.gz	6bb16903583191bc753756e4be91391e	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637837	
SRR17001797	SAMN19407927	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/097/SRR17001797/SRR17001797_1.fastq.gz	38276814	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/097/SRR17001797/SRR17001797_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/097/SRR17001797/SRR17001797_1.fastq.gz	bec1c12e990036d5860e97a65c612daa	2021-11-23	2021-11-23	USA: Colorado	2020-12-30	CO-CDPHE-2100171039	
SRR17001796	SAMN19407926	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/096/SRR17001796/SRR17001796_1.fastq.gz	39153731	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/096/SRR17001796/SRR17001796_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/096/SRR17001796/SRR17001796_1.fastq.gz	90136d4fe10810d728c574bc11aaac59	2021-11-23	2021-11-23	USA: Colorado	2020-12-30	CO-CDPHE-2100170998	
SRR17001795	SAMN19408398	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/095/SRR17001795/SRR17001795_1.fastq.gz	23215112	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/095/SRR17001795/SRR17001795_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/095/SRR17001795/SRR17001795_1.fastq.gz	bddee44919bc2bcccc88445c08341c77	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637828	
SRR17001794	SAMN19408392	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/094/SRR17001794/SRR17001794_1.fastq.gz	45741027	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/094/SRR17001794/SRR17001794_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/094/SRR17001794/SRR17001794_1.fastq.gz	1bb58c5db4ff630d4b1970194fffe77f	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637778	
SRR17001793	SAMN19408394	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/093/SRR17001793/SRR17001793_1.fastq.gz	45417447	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/093/SRR17001793/SRR17001793_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/093/SRR17001793/SRR17001793_1.fastq.gz	6b459aee7139d964712a3c48f389f572	2021-11-23	2021-11-23	USA: Colorado	2021-03-17	CO-CDPHE-2100637804	
SRR17001792	SAMN19408395	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/092/SRR17001792/SRR17001792_1.fastq.gz	37226841	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/092/SRR17001792/SRR17001792_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/092/SRR17001792/SRR17001792_1.fastq.gz	69a4f7a7b3e8e3a44ce2231fa20b94aa	2021-11-23	2021-11-23	USA: Colorado	2021-03-15	CO-CDPHE-2100637809	
SRR17001791	SAMN19710275	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/091/SRR17001791/SRR17001791_1.fastq.gz	57974298	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/091/SRR17001791/SRR17001791_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/091/SRR17001791/SRR17001791_1.fastq.gz	5b0467375d0676fe0e97bf7d327f5432	2021-11-23	2021-11-23	USA: Colorado	2020-03-11	CO-CDPHE-2003110451	
SRR17001790	SAMN19408408	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/090/SRR17001790/SRR17001790_1.fastq.gz	21021855	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/090/SRR17001790/SRR17001790_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/090/SRR17001790/SRR17001790_1.fastq.gz	5704a2853f7d6b7885c1bfca193a3c2c	2021-11-23	2021-11-23	USA: Colorado	2021-03-14	CO-CDPHE-2100637889	
SRR17001789	SAMN19408399	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/089/SRR17001789/SRR17001789_1.fastq.gz	31741222	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/089/SRR17001789/SRR17001789_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/089/SRR17001789/SRR17001789_1.fastq.gz	60c3d8097bd3e5dbba19eb003d3800e7	2021-11-23	2021-11-23	USA: Colorado	2021-03-14	CO-CDPHE-2100637829	
SRR17001788	SAMN19408401	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/088/SRR17001788/SRR17001788_1.fastq.gz	21767868	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/088/SRR17001788/SRR17001788_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/088/SRR17001788/SRR17001788_1.fastq.gz	3655906e057bc3a6d35c02fc174fbe84	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637833	
SRR17001787	SAMN19408364	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/087/SRR17001787/SRR17001787_1.fastq.gz	55095360	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/087/SRR17001787/SRR17001787_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/087/SRR17001787/SRR17001787_1.fastq.gz	edfc7cbca6808b41b79114537ad73291	2021-11-23	2021-11-23	USA: Colorado	2021-03-17	CO-CDPHE-2100637594	
SRR17001786	SAMN19408365	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/086/SRR17001786/SRR17001786_1.fastq.gz	44361045	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/086/SRR17001786/SRR17001786_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/086/SRR17001786/SRR17001786_1.fastq.gz	f283e3b328c7251e791c4559195860e8	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637599	
SRR17001785	SAMN19404027	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/085/SRR17001785/SRR17001785_1.fastq.gz	18866833	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/085/SRR17001785/SRR17001785_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/085/SRR17001785/SRR17001785_1.fastq.gz	a6484b934c84dafb626494380fd32665	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637577	
SRR17001784	SAMN19408367	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/084/SRR17001784/SRR17001784_1.fastq.gz	31410308	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/084/SRR17001784/SRR17001784_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/084/SRR17001784/SRR17001784_1.fastq.gz	9692db8caeeffd36612f917632c95c98	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637606	
SRR17001783	SAMN19404028	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/083/SRR17001783/SRR17001783_1.fastq.gz	24086757	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/083/SRR17001783/SRR17001783_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/083/SRR17001783/SRR17001783_1.fastq.gz	927d40d845380a179d5af93f3fa2ea1a	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637654	
SRR17001782	SAMN19710286	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/082/SRR17001782/SRR17001782_1.fastq.gz	26842771	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/082/SRR17001782/SRR17001782_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/082/SRR17001782/SRR17001782_1.fastq.gz	6640e8e53a24ab07c068e8e844747488	2021-11-23	2021-11-23	USA: Colorado	2020-03-11	CO-CDPHE-2003120143	
SRR17001781	SAMN19408368	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/081/SRR17001781/SRR17001781_1.fastq.gz	46743379	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/081/SRR17001781/SRR17001781_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/081/SRR17001781/SRR17001781_1.fastq.gz	410df5d23c7c403c8049db9563a9ae74	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637611	
SRR17001780	SAMN19407923	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/080/SRR17001780/SRR17001780_1.fastq.gz	15672434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/080/SRR17001780/SRR17001780_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/080/SRR17001780/SRR17001780_1.fastq.gz	2383dc0940ee580dff9f737e6fdba883	2021-11-23	2021-11-23	USA: Colorado	2020-12-28	CO-CDPHE-2100167512	
SRR17001779	SAMN19408369	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/079/SRR17001779/SRR17001779_1.fastq.gz	44648491	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/079/SRR17001779/SRR17001779_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/079/SRR17001779/SRR17001779_1.fastq.gz	a40283d520c202fcd7f4313f2ad3f241	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637618	
SRR17001778	SAMN19408386	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/078/SRR17001778/SRR17001778_1.fastq.gz	51213581	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/078/SRR17001778/SRR17001778_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/078/SRR17001778/SRR17001778_1.fastq.gz	2b7e65400a20f3a8afe4ae84bc4662fd	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637736	
SRR17001777	SAMN19408371	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/077/SRR17001777/SRR17001777_1.fastq.gz	51226298	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/077/SRR17001777/SRR17001777_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/077/SRR17001777/SRR17001777_1.fastq.gz	90d48700ef3a95f23a56101e5b99fb8c	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637630	
SRR17001776	SAMN19404026	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/076/SRR17001776/SRR17001776_1.fastq.gz	13480029	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/076/SRR17001776/SRR17001776_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/076/SRR17001776/SRR17001776_1.fastq.gz	ab6bcc15504145b2146813395ad8c351	2021-11-23	2021-11-23	USA: Colorado	2021-03-17	CO-CDPHE-2100637444	
SRR17001775	SAMN19408372	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/075/SRR17001775/SRR17001775_1.fastq.gz	42393400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/075/SRR17001775/SRR17001775_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/075/SRR17001775/SRR17001775_1.fastq.gz	4721281d871e761024fd1fb3c6d4d4e7	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637634	
SRR17001774	SAMN19408375	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/074/SRR17001774/SRR17001774_1.fastq.gz	36278446	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/074/SRR17001774/SRR17001774_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/074/SRR17001774/SRR17001774_1.fastq.gz	2f50781a79c8bf1a675a308064ff0f92	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637649	
SRR17001773	SAMN19408374	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/073/SRR17001773/SRR17001773_1.fastq.gz	16043477	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/073/SRR17001773/SRR17001773_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/073/SRR17001773/SRR17001773_1.fastq.gz	32fccb90692689b06489db3216eeeb21	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637644	
SRR17001772	SAMN19407755	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/072/SRR17001772/SRR17001772_1.fastq.gz	17010004	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/072/SRR17001772/SRR17001772_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/072/SRR17001772/SRR17001772_1.fastq.gz	9d72db35e5c0c5bf6c5c7107f5e4cf00	2021-11-23	2021-11-23	USA: Colorado	2020-11-01	CO-CDPHE-2011020221	
SRR17001771	SAMN19710287	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/071/SRR17001771/SRR17001771_1.fastq.gz	109600299	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/071/SRR17001771/SRR17001771_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/071/SRR17001771/SRR17001771_1.fastq.gz	12436adb09781fe72524e82b04717226	2021-11-23	2021-11-23	USA: Colorado	2020-03-11	CO-CDPHE-2003120152	
SRR17001770	SAMN19408376	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/070/SRR17001770/SRR17001770_1.fastq.gz	24006244	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/070/SRR17001770/SRR17001770_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/070/SRR17001770/SRR17001770_1.fastq.gz	e9d673f724a45e4cb83a463ff993a811	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637676	
SRR17001769	SAMN19408377	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/069/SRR17001769/SRR17001769_1.fastq.gz	34680985	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/069/SRR17001769/SRR17001769_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/069/SRR17001769/SRR17001769_1.fastq.gz	7c20db86d4cf4029d9c1fd263947709c	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637687	
SRR17001768	SAMN19408378	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/068/SRR17001768/SRR17001768_1.fastq.gz	39251036	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/068/SRR17001768/SRR17001768_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/068/SRR17001768/SRR17001768_1.fastq.gz	ba5853b675488e90d444ed31f2ca6bc6	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637696	
SRR17001767	SAMN19408380	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/067/SRR17001767/SRR17001767_1.fastq.gz	32847661	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/067/SRR17001767/SRR17001767_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/067/SRR17001767/SRR17001767_1.fastq.gz	49601c3b38075ddcbe902600134e2177	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637717	
SRR17001766	SAMN19408382	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/066/SRR17001766/SRR17001766_1.fastq.gz	41638214	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/066/SRR17001766/SRR17001766_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/066/SRR17001766/SRR17001766_1.fastq.gz	54a9c49aced9d9148af15f391138b234	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637722	
SRR17001765	SAMN19408384	OXFORD_NANOPORE	GridION	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR170/065/SRR17001765/SRR17001765_1.fastq.gz	35542413	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/065/SRR17001765/SRR17001765_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/065/SRR17001765/SRR17001765_1.fastq.gz	6ea48db633bfcf6a5e55d29bd74f0354	2021-11-23	2021-11-23	USA: Colorado	2021-03-16	CO-CDPHE-2100637728	
